stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
1194,"KZTJE02","Koziegłowy/Taczaka I",52.4479848100,17.0008845100,B
1654,"MRCI01","Aleje Marcinkowskiego",52.4081073812,16.9293469545,A
2657,"BEJAR01","Biernatki/Jarzębinowa",52.2142339900,17.1168193700,C
3121,"KNKOS02","Konarzewo/Kościelna",52.3348080000,16.7112690000,C
763,"MARC02","Marcelińska",52.4042609700,16.8762033700,A
213,"PIAR41","Piaśnicka Rynek",52.3876647854,16.9824741827,A
1634,"KOJEZ03","Komorniki/Jeziorna",52.3295200000,16.8031500000,B
2123,"KMRYN01","Kaźmierz/Rynek",52.5132944400,16.5831383400,C
3229,"KOWZG01","Komorniki/Os. Zielone Wzgórze ",52.3251340836,16.8207608030,B
1828,"CECME01","Czerwonak/Cmentarz",52.4581666900,16.9955009300,B
3156,"JAII01","Jasielska II",52.4442310000,16.8928590000,A
647,"MALE02","Malechowska",52.4117440800,16.8300521500,A
2236,"GWOSP02","Gowarzewo/OSP",52.3645166500,17.1238394000,B
2671,"DZSLO01","Dziećmierowo/Słoneczna",52.2668494800,17.0982606800,C
2336,"KVSKR01","Krzyżowniki/Boisko",52.3065438100,17.1315586200,B
4015,"LENA42","Lechicka/Naramowicka",52.4400811731,16.9464362129,A
665,"ZLDZ02","Złotowska Działki",52.4016095000,16.8105267900,A
247,"CHTYS02","Chludowo/Tysiąclecia",52.5594717900,16.8382236600,C
1094,"CHOC01","Chociszewskiego",52.3918764200,16.8940733300,A
1428,"AWF03","AWF",52.3987909900,16.9367852400,A
732,"STMI05","Stadion Miejski",52.3948915200,16.8613559400,A
725,"CMNA02","Cmentarna",52.3848173100,16.8394336800,A
1842,"KISTA01","Kiekrz/Starzyńska",52.4973581600,16.7688430500,B
1991,"LWGRZ02","Lusowo/Grzybowa",52.4192304600,16.7180372500,C
1362,"STAS01","Staszowska",52.3450232200,16.9275027300,A
217,"SZWE41","Szwedzka",52.3821058400,16.9908248300,A
2492,"SDKUT02","Swarzędz/Kościuszki",52.4048850000,17.0810670000,B
174,"GWAR71","Gwarna",52.4073590000,16.9211080000,A
1914,"BYPOR01","Bytkowo/Porzeczkowa",52.5161970300,16.7719880400,B
2580,"MGPKM01","M. Goślina/PKM",52.5748699583,17.0150441251,C
1044,"BUCZ01","Buczka",52.3638621700,16.8787710900,A
922,"LURAT01","Luboń/Ratajskiego",52.3384430192,16.8916413800,B
3849,"ROWIC02","Rosnówko/Wichrowa",52.3062691410,16.7619371553,C
639,"LESK01","Leśnych Skrzatów",52.4124386400,16.8500791800,A
126,"PLWI42","Pl. Wielkopolski",52.4103531800,16.9308266000,A
159,"KORN42","Kórnicka",52.3987724600,16.9522537500,A
1341,"CZSZK02","Czapury/Szkoła",52.3144885800,16.9117173900,B
2228,"GWJES01","Gowarzewo/Jesionowa",52.3532834800,17.1118970900,B
1043,"KOZM01","Koźmińska",52.3692065300,16.8765909200,A
2532,"RASKL01","Rabowice/Składowisko",52.3802360000,17.1116670000,C
3838,"KCNOS02","Kicin/Nowe Osiedle",52.4676962780,17.0111776435,B
2227,"GWJES02","Gowarzewo/Jesionowa",52.3531200800,17.1118252100,B
1175,"GNNZ01","Gnieźnieńska I",52.4279019100,17.0021879600,A
2794,"PTJOD01","Potasze/Jodłowa",52.5244519700,17.0299407900,C
3863,"FONA02","Folwarczna",52.3890100000,17.0090200000,A
1219,"BONY01","Bożeny",52.4106652900,17.0160726900,A
271,"GOOBO02","Golęczewo/Obornicka",52.5350930700,16.8354304500,C
2152,"TUSZK02","Tulce/Szkoła",52.3449015000,17.0673303800,B
1578,"TECZ02","Tęczowa",52.3929166000,16.8786886700,A
1030,"RAKO01","Rakoniewicka",52.3775167500,16.8803468800,A
2574,"MGCME01","M. Goślina/Cmentarz",52.5710909200,17.0079356000,C
4052,"TLLZA02","Trzcielin/Leśne Zacisze",52.3276247381,16.6732146842,C
508,"LUSZ01","Lutycka Szpital",52.4412379000,16.9072570100,A
1646,"PLWI43","Pl. Wielkopolski",52.4102569400,16.9316672700,A
2838,"ZAOSL92","Zalasewo/Os. Leśne",52.3835102401,17.0603498447,B
2358,"GRKAT01","Gruszczyn/Katarzyńska",52.4326600000,17.0730700000,B
4044,"OLOK42","Os. Łokietka",52.4479022614,16.9450932746,A
694,"DOOSR01","Dopiewo/Ośrodek Zdrowia",52.3591770600,16.6825271300,C
4092,"PKPKM10","Paczkowo/PKM",52.3962069600,17.1583400656,C
3861,"KBSWI01","Kobylniki/Tarnowska",52.4708804800,16.7238921600,B
2526,"ZAOLS02","Zalasewo/Olszynowa",52.3886820000,17.0934280000,B
3709,"JKMLY02","Jankowo/Młyn",52.4555450000,17.1635760000,C
134,"ROSR43","Rondo Śródka",52.4095338300,16.9562091400,A
222,"OSTY41","Os. Tysiąclecia",52.3922581500,16.9722808200,A
1387,"ZEGL01","Żeglarska",52.3566341900,16.9237549200,A
3137,"CESWW01","Czerwonak/Św. Wojciecha",52.4575844467,16.9933209918,B
672,"SKGIM01","Skórzewo/Kozierowskiego Szkoła",52.3906001200,16.7780093800,B
1177,"BOBA01","Bogucin Bałtycka",52.4302054700,17.0112901700,A
3155,"ZLJAS01","Złotniki/Jaskółcza",52.4819244759,16.8539505631,B
3634,"KJCH02","Konopackiej",52.3564360000,16.8415590000,A
3704,"TRWYD02","Trzek/Wydzierżewice",52.3476982631,17.1710758428,B
2300,"CEZAL02","Czerwonak/Zalesie",52.4649526388,16.9914910539,B
890,"PUKOS02","Puszczykowo/Kościelna",52.2868372500,16.8561380700,C
3228,"KOWZG02","Komorniki/Os. Zielone Wzgórze ",52.3247640831,16.8204656518,B
932,"LUSTP01","Luboń/Straż Pożarna",52.3452989415,16.8779463612,B
1713,"PAWI02","Park Wilsona",52.3981793400,16.9023767200,A
1251,"SDKUP02","Swarzędz/Kupiecka",52.3977470000,17.0721820000,B
907,"LUPOD01","Luboń/Podgórna",52.3250799374,16.8793335721,B
1333,"GLUS02","Głuszyna",52.3215929000,16.9482896200,A
3699,"RATA72","Ratajczaka",52.4065150000,16.9244220000,A
276,"ZOCED02","Złotkowo/Cedrowa",52.5088791200,16.8369692000,B
1082,"CZNZ01","Częstochowska",52.3841036300,16.8830213000,A
554,"PUSA02","Puszkina",52.4527483700,16.8649292500,A
2569,"MGKRT02","M. Goślina/Kręta",52.5667142700,16.9992865200,C
4166,"PAWL01","Pawłowicka",52.4781025600,16.7862871300,A
2153,"KAPOL01","Kamionki/Polna",52.2868362500,16.9866283700,B
1171,"GNIE01","Gnieźnieńska",52.4236887200,16.9884845700,A
1186,"JAASF01","Janikowo/Asfaltowa",52.4406482262,17.0278094174,B
1262,"CHAR02","Chartowo",52.3964660400,16.9821881100,A
1608,"KART01","Kartuska",52.4539337000,16.8798292600,A
2023,"CYLIP02","Chyby/Lipowa",52.4602565710,16.7625127003,B
765,"MARC03","Marcelińska",52.4039261400,16.8753788800,A
616,"PLOT01","Przelot",52.4262619600,16.8599110000,A
2118,"NKRZ02","Nad Krzesinką",52.3358593100,17.0097223700,A
1723,"POGL05","Poznań Główny",52.4016093600,16.9156987800,A
1539,"KRNY02","Krzesiny",52.3412578600,16.9881387800,A
1851,"RKROS04","Rokietnica/ROS",52.5123930300,16.7420143000,B
1737,"PLSLO02","Plewiska/Słoneczna",52.3663613300,16.8319087700,B
2863,"TRZE03","Trzebińska",52.3675185700,16.8402906500,A
2633,"KDWIE02","Kórnik/Bnin Wierzbowa",52.2233181500,17.0961273300,C
4231,"PRISK91","Promnice/Klub Iskra",52.5485342739,16.9642928646,C
1002,"TRZE01","Trzebińska",52.3680834800,16.8421916800,A
632,"KLRA02","Kolorowa",52.4118094600,16.8650660500,A
241,"TRAU45","Traugutta",52.3856225400,16.9148690100,A
2213,"CEOPP02","Czerwonak/Os. Przylesie PKM",52.4808199700,16.9787556700,B
671,"SKOSM01","Skórzewo/Os. Makowe",52.3895040000,16.7810874900,B
4122,"ZIEK02","Ziębicka Kościół",52.3820051348,16.8476343260,A
2017,"BNUNP01","Baranowo/Uniwersytet Przyrodniczy",52.4490001626,16.7835717433,B
1575,"DMOW02","Dmowskiego",52.3874134900,16.8973474700,A
314,"SLKRA01","Suchy Las/Krańcowa",52.4813058000,16.8860568100,B
2324,"ZNSZK02","Zimin/Szkoła",52.2953961100,17.1517947500,B
535,"LUDO02","Lutycka/Dojazd",52.4408859400,16.9015685900,A
2470,"SGSOK01","Sokolniki Gwiazdowskie/Sokolnicka",52.4092450000,17.1672800000,C
1895,"RTSOB01","Rostworowo/Sobocka",52.5373891300,16.7591202400,B
19,"NADW42","Nad Wierzbakiem",52.4213126600,16.9081035700,A
2318,"KECME01","Krerowo/Cmentarz",52.2900075900,17.1844939200,B
1675,"BAKA03","Baraniaka",52.4032123900,16.9542642700,A
3868,"MOGI41","Mogileńska",52.4097737200,16.9925831100,A
652,"BRZE02","Brzechwy",52.4077735600,16.8440425500,A
2008,"LWSZK02","Lusowo/Szkoła",52.4333192800,16.7017828600,C
1568,"KOCEN02","Komorniki/Centrum",52.3355844500,16.8069646800,B
576,"NJEZ01","Nad Jeziorem",52.4732931600,16.7943800500,A
2500,"JASZY02","Janikowo/Szybowcowa",52.4397750000,17.0434020000,B
2888,"GOSP02","Gospodarska",52.3556800314,17.0280160233,A
432,"RDWA02","Rdestowa",52.4892888700,16.9417493000,A
2070,"LKADM01","Lusówko/Admiralska",52.4423930900,16.6340187400,C
2387,"CEUGM03","Czerwonak/Urząd Gminy",52.4716828700,16.9888792100,B
80,"STMI41","Stadion Miejski",52.3957224800,16.8632981200,A
2056,"RUSZK02","Rumianek/Szkolna",52.4621237800,16.6240799700,C
599,"BRAN01","Braniewska",52.4352589000,16.8216492500,A
2141,"BRDEB01","Borówiec/Dębowa",52.2903510000,17.0450950000,B
2002,"SIPRO01","Sierosław/Prosta",52.4026089100,16.6700099800,C
788,"WINI02","Os. Winiary",52.4347906600,16.9087822900,A
4170,"SLCME01","Suchy Las/Cmentarz",52.4718518910,16.8557509858,B
1195,"KZKRO01","Koziegłowy/Krótka",52.4471103156,16.9956379292,B
24,"ALSO41","Aleje Solidarności",52.4359483100,16.9202087300,A
1392,"STAW02","Starołęcka Wiadukt",52.3512638600,16.9213346700,A
556,"ZOWY01","Żołnierzy Wyklętych",52.4408092500,16.8675299200,A
4240,"BUDZ93","Budziszyńska",52.3879171096,16.8479885075,A
1299,"BRPOD02","Borówiec/Pod Borem",52.2804138600,17.0276079800,B
2298,"TCPET01","Tuczno/Pętla",52.5155781700,17.1367033100,C
4114,"SEGO02","Smoluchowskiego",52.3936570958,16.8482098709,A
619,"PONZ01","Polska",52.4186600000,16.8729303300,A
755,"POLN01","Polna Szpital",52.4090092300,16.8935784100,A
2477,"SDPIA02","Swarzędz/Piaski",52.4076060000,17.0759670000,B
1585,"TRAU02","Traugutta",52.3844670500,16.9153047500,A
1692,"UE42","Uniwersytet Ekonomiczny",52.4064200000,16.9171400000,A
123,"WROC72","Wrocławska",52.4056098100,16.9323084800,A
158,"KORN41","Kórnicka",52.3987998700,16.9520989000,A
1981,"BTWID01","Batorowo/Widok",52.4218991500,16.7463578200,C
377,"SOSZ01","Os. Sobieskiego Szkoła",52.4657475600,16.9065992000,A
4135,"SOB91","Os. Sobieskiego",52.4636932100,16.9164340900,A
1839,"KIZIE02","Kiekrz/Zielona",52.4919982200,16.7728699100,B
591,"KRZY01","Krzyżowniki",52.4418011800,16.8075931300,A
946,"WINOW01","Wiry/Nowa",52.3175890715,16.8703167009,B
499,"SUSZ01","Suszki",52.4468964900,16.9140589000,A
1274,"ANST02","Antoninek PKM",52.4097310900,17.0293978700,A
1762,"KOKSM01","Komorniki/Ks.Malinowskiego",52.3392363200,16.8004527700,B
4053,"TLZWI01","Trzcielin/Zwierzyniecka",52.3258560269,16.6884002170,C
1319,"BBJDW02","Babki/Jednostka Wojskowa",52.3116340400,16.9377460700,B
2183,"BOKAS01","Bolechowo-Os./Kasztanowa",52.5503955500,16.9733586200,C
286,"ZLWIE01","Złotniki/Wieś",52.4867062600,16.8311198800,B
1664,"GABA04","Garbary PKM",52.4167634300,16.9391277100,A
291,"ZLZLO02","Złotniki/Złotnicka",52.4856637100,16.8546857500,B
3611,"DETU02","Dębiec Tunel PKM",52.3698352000,16.9029113000,A
3837,"KCNOS01","Kicin/Nowe Osiedle",52.4679211589,17.0106463712,B
1349,"RYDZ02","Rydzowa",52.3340806100,16.9119561700,A
1004,"KOWA02","Kowalewicka",52.3686819800,16.8458259200,A
117,"FRRY41","Fredry",52.4093200000,16.9192700000,A
2782,"RODWO01","Rosnówko/Dworcowa",52.2976644188,16.7700243001,C
2240,"GWTAN02","Tanibórz/Wschód",52.3513575600,17.1469431400,B
2764,"SCTRZ01","Szczodrzykowo/Poznańska",52.2931570100,17.1068273600,C
3130,"DOWYZ02","Dopiewo/Wyzwolenia",52.3466068585,16.6903187002,C
3244,"KNSZM01","Konarzewo/Szmaragdowa",52.3451636375,16.7184318585,C
1930,"WYPKN02","Wysogotowo/Piękna",52.4059193300,16.7861267700,B
2239,"GWTOP02","Gowarzewo/Kaplica",52.3616530300,17.1230105000,B
3707,"BEPRZ02","Biskupice/Przylesie",52.4589660000,17.1670430000,C
3566,"WYSTO02","Wysogotowo/Stolarska",52.4071616000,16.7846613900,B
1611,"LUBI02","Lubieńska",52.4491936600,16.8853455800,A
550,"STGR02","Strzeszyn Grecki",52.4468104200,16.8741145500,A
401,"STOI01","Stoińskiego",52.4517639100,16.9276784100,A
1966,"SWAUC02","Swadzim/Auchan",52.4414867500,16.7626139200,B
2479,"SDSKA02","Swarzędz/Skansen",52.4043860000,17.0579910000,B
2327,"SRJED02","Śródka/I",52.2980830200,17.1284983900,B
2402,"GTDOZ01","Gortatowo/Dożynkowa",52.4245940000,17.1025960000,B
55,"LUSZ42","Lutycka Szpital",52.4397183900,16.9099956200,A
483,"WISE01","Wilczak/Serbska",52.4314715500,16.9517450500,A
2230,"GWJSN02","Gowarzewo/Jesienna",52.3553068900,17.1162356400,B
2049,"TPNOW02","Tarnowo Pdg/Nowa",52.4627828000,16.6558864200,C
2174,"TUZDB02","Tulce/Zadęby",52.3452274300,17.0917709200,B
364,"STRO02","Stróżyńskiego",52.4517175200,16.9038872100,A
1300,"BRPOD01","Borówiec/Pod Borem",52.2805952400,17.0269315300,B
3696,"WOPO05","Wojska Polskiego",52.4292337530,16.8971459512,A
424,"RUMA01","Rumiankowa",52.4750613500,16.9464343200,A
9,"SOLA41","Sołacz",52.4235161000,16.9034093800,A
1797,"RSROS03","Rosnowo/",52.3249722000,16.7811346500,C
2894,"KVWIA02","Krzyżowniki/Wiadukt",52.3109020000,17.1405273400,B
3251,"LITRZ01","Lisówki/Trzcielińska",52.3210430000,16.6490040000,C
448,"BURY01","Burysława",52.4587803100,16.9468127400,A
638,"LESK02","Leśnych Skrzatów",52.4120367500,16.8525645500,A
2984,"ZLPNL01","Złotniki/Park Nickel",52.4857280755,16.8500988391,B
477,"WLOD02","Włodarska",52.4354973500,16.9470342300,A
518,"TULO02","Tułodzieckiej",52.4519531800,16.8876748900,A
1968,"SAWIA02","Sady/Wiadukt",52.4487345900,16.7233684400,C
3926,"UNLU02","Unii Lubelskiej",52.3720359000,16.9498156900,A
3170,"ZARAD04","Zalasewo/Ukośna",52.3860877263,17.0742957421,B
3182,"OSTY01","Os. Tysiąclecia",52.3922694752,16.9714207677,A
400,"STOI04","Stoińskiego",52.4507071500,16.9287427700,A
165,"PLBE71","Pl. Bernardyński",52.4043220400,16.9370106900,A
384,"SZLI01","Szeligowskiego",52.4627051200,16.9179703700,A
1086,"SIEL71","Sielska",52.3840751200,16.8867624800,A
1465,"JEZY01","Jeżycka",52.4162073700,16.9058398300,A
312,"SLDZI01","Suchy Las/Teren Aktywnej Edukacji i Sportu",52.4866868400,16.8796299900,B
585,"REKR01","Rekreacyjna",52.4641255700,16.8004320300,A
504,"PIAT01","Piątkowska",52.4416282200,16.9125521600,A
3952,"RBNOW01","Robakowo/Nowina",52.2936729937,17.0730561068,B
2421,"BOPAL01","Bolechowo/Pałac",52.5442364500,16.9905190200,C
530,"STNZ02","Instytut Genetyki",52.4470874400,16.8979981600,A
50,"POLA42","Połabska",52.4348514000,16.9323765300,A
360,"LEGO02","Łęgowskiego",52.4609955600,16.8927830700,A
610,"WICH01","Wichrowa",52.4322530000,16.8100220200,A
3552,"WROB02","Wróblewskiego",52.3642313000,16.8842616000,A
2442,"SBCHM02","Sarbinowo/I (Chmielna)",52.4193430000,17.1554820000,C
3928,"ZLPAW03","Złotniki/Pawłowicka",52.4988987570,16.8376729707,B
1281,"MOGI02","Mogileńska",52.4096206000,16.9924945700,A
1263,"CHAR04","Chartowo",52.3957374800,16.9825005300,A
1700,"ROSK42","Rondo Skubiszewskiego",52.3898352000,16.8538765600,A
3007,"RETM01","Retmańska",52.4783993335,16.7708064509,A
3199,"DOKAS01","Dopiewo/Kasztanowa",52.3645349506,16.6709272619,C
928,"LUOKR02","Luboń/Okrzei",52.3462911580,16.8863581723,B
953,"WIWIR02","Wiry/Wirowska",52.3264065007,16.8442253288,B
191,"WSPO42","Wspólna",52.3772857100,16.9074117500,A
2625,"KDBRY02","Kórnik/Bnin Rynek",52.2308231300,17.0954243900,C
1524,"RODA01","Rodawska",52.3633881200,16.9964427400,A
4112,"GRMEC02","Gruszczyn/Mechowska",52.4293958088,17.0698094428,B
1021,"OSIA01","Ostatnia",52.3729464900,16.8648083500,A
1612,"DZIA01","Dziadoszańska",52.3771225000,16.9692176000,A
129,"MAGA42","Małe Garbary",52.4108894900,16.9372306700,A
1179,"JANZ02","Janikowska ",52.4317080300,17.0020624300,A
2443,"SBCHM01","Sarbinowo/I (Chmielna)",52.4193950000,17.1555470000,C
1561,"GOSP01","Gospodarska",52.3551389401,17.0291671133,A
2059,"RUKLU01","Rumianek/Świetlica",52.4594056800,16.6202422600,C
1112,"OZIM01","Ozimina",52.4280068400,16.9248374900,A
1719,"POGL42","Poznań Główny",52.4029387600,16.9149992700,A
2621,"KDPRO01","Kórnik/Prowent",52.2411298300,17.0898485800,C
1474,"INFL01","Inflancka",52.3854562500,16.9643812900,A
702,"ZKSWI02","Zakrzewo/Świerkowa",52.3987123100,16.7160926900,C
1516,"LOPA02","Łopawska",52.3692128700,16.9933133300,A
901,"LEDWO01","Łęczyca/Dworcowa",52.3158289853,16.8816209945,B
2473,"SDDDW01","Swarzędz/Działkowa II",52.4093760000,17.0570010000,B
3767,"WIDWR01","Wierzenica/Dwór",52.4606614200,17.0690272900,C
43,"PZEL42","Przełajowa",52.4251718300,16.9446484800,A
78,"DRZE41","Drzewieckiego",52.3968382200,16.8675472100,A
1191,"KZTDW02","Koziegłowy/Taczaka II",52.4433574000,17.0029086200,B
488,"SERB03","Serbska",52.4324866200,16.9455849500,A
1674,"LUNIE02","Luboń/Niepodległości",52.3489519922,16.8908887443,B
2178,"TUKRA02","Tulce/Krańcowa",52.3490441300,17.1013903300,B
140,"SWMI41","Św. Michała",52.4090145800,16.9623295000,A
2878,"GWBOR01","Gowarzewo/Borówkowa",52.3702308800,17.1486041600,B
1402,"FORT01","Forteczna",52.3678671100,16.9387037800,A
984,"LUSIK01","Luboń/Sikorskiego",52.3484378774,16.8733124863,B
1028,"LESZ02","Leszczyńska",52.3761717900,16.8790264700,A
2379,"BWKRE02","Bolechówko/Kręta",52.5180531200,16.9873820900,C
2148,"KXDZI02","Koninko/Dziennikarska",52.3090730000,17.0162780000,B
231,"RSTA45","Rondo Starołęka",52.3793126100,16.9426679000,A
3847,"COWSP02","Chomęcice/Wspólna",52.3293482600,16.7644016700,C
1972,"TPMAR01","Tarnowo Pdg/Marianowska",52.4549380500,16.7018251900,C
537,"DOZD01","Dojazd",52.4356658500,16.9032891000,A
2859,"PLPLD01","Plewiska/Południowa",52.3738839200,16.8201127600,B
1009,"CEDZ01","Cedzyńska",52.3675095800,16.8491513400,A
2793,"PUNAD02","Puszczykowo/Nadwarciańska",52.2660436900,16.8726870200,C
3595,"PPLES02","Pobiedziska/Letnisko Leśne",52.4749278713,17.2408643601,C
1725,"NIED01","Niedziałkowskiego",52.3983500500,16.9185236700,A
3382,"PLSTP03","Plewiska/Straż Pożarna",52.3655447676,16.8079955107,B
696,"DOKOS01","Dopiewo/Kościół",52.3579512700,16.6763361100,C
1246,"SDCEG02","Swarzędz/Os. Cegielskiego",52.4011580000,17.0591470000,B
1345,"CZLES02","Czapury/Leśna",52.3241389200,16.9116227200,B
2653,"ZMKOS02","Zaniemyśl/Kościół",52.1516619700,17.1655036300,D
3127,"KNPER01","Konarzewo/Perłowa",52.3406622893,16.6989813899,C
4153,"SKCYT01","Skórzewo/Cytrynowa",52.3985584710,16.7831290164,B
1388,"ZEGL02","Żeglarska",52.3569383400,16.9240614600,A
1630,"GLHE72","Głogowska/Hetmańska",52.3906050800,16.8948032700,A
3167,"ZATRA03","Zalasewo/Transportowa",52.3816446229,17.0658396583,B
3708,"JKMLY01","Jankowo/Młyn",52.4556560000,17.1636080000,C
3246,"GSWSP02","Gołuski/Wspólna",52.3599093333,16.7523004665,C
1683,"PONZ02","Polska",52.4204009500,16.8728458900,A
2629,"KDBLA01","Kórnik/Bnin Błażejewska",52.2275991800,17.0939653600,C
2743,"KKNZ02","Koszalińska",52.4689674800,16.8212195500,A
2440,"SBDZI01","Sarbinowo/Dzika",52.4238060000,17.1560950000,C
1326,"GLSZ01","Głuszyna Szkoła",52.3139840300,16.9648432500,A
800,"ZAME02","Zamek",52.4085773200,16.9176634700,A
2187,"BOPOL01","Bolechowo/Poligonowa",52.5428265900,16.9866620000,C
1218,"MILO01","Miłostowo",52.4102493000,17.0043568700,A
827,"DOWI02","Dolna Wilda",52.3696606600,16.9157519700,A
2304,"CEGAJ02","Czerwonak/Gajowa",52.4709255400,16.9953006700,B
2432,"LOSZK01","Łowęcin/Szkolna",52.4132010000,17.1163700000,C
3094,"LURZE01","Luboń/Rzeczna",52.3469947162,16.9015437050,B
1031,"RAKO02","Rakoniewicka",52.3779337800,16.8811918100,A
2237,"GWOSP01","Gowarzewo/OSP",52.3643857400,17.1246453700,B
367,"WRTV02","Wieża RTV",52.4573215300,16.9041604300,A
425,"RUMA02","Rumiankowa",52.4758266200,16.9462312300,A
775,"RYCE04","Rycerska",52.4040272400,16.8692931700,A
3376,"SIWIE02","Sierosław/Dworska ",52.4046070000,16.6753940000,C
525,"TRUS02","Truskawiecka",52.4428486200,16.8867695400,A
4246,"TPSLO01","Tarnowo Pdg/Słonecznikowa",52.4722340000,16.6639540000,C
2490,"SDDWO02","Swarzędz/Dworzec Kolejowy",52.4046330000,17.0750990000,B
2199,"OWLIP02","Owińska/Lipowa",52.5174170200,16.9852050500,C
617,"BUZA02","Bużańska",52.4234695100,16.8663402700,A
3657,"BOPKM01","Bolechowo-Os./PKM",52.5401473401,16.9784010952,C
187,"ROLN42","Rolna",52.3839405700,16.9183777900,A
2978,"KOWIS02","Komorniki/Wiśniowa",52.3476918200,16.8117238800,B
2877,"GWTRU02","Gowarzewo/Truskawkowa",52.3669086500,17.1422413300,B
1753,"GSSZK01","Gołuski/Szkolna",52.3580989700,16.7530514700,C
1739,"PLPOD02","Plewiska/Podgórna",52.3665765900,16.8247110000,B
4133,"SMIG01","Śmigi",52.3476261050,16.9662261054,A
2968,"OSSM02","Os. Śmiałego",52.4553900000,16.9185800000,A
3369,"LEDWO03","Łęczyca/Dworcowa",52.3162622437,16.8821227516,B
423,"WDNZ01","Widłakowa",52.4722248500,16.9474484300,A
3210,"WKGRO01","Więckowice/Gromadzka",52.3955110000,16.6379850000,C
598,"CZKA02","Człopska",52.4350790000,16.8155120000,A
407,"OSCH01","Os. Chrobrego",52.4523531300,16.9119273400,A
753,"KRAS02","Kraszewskiego",52.4086350800,16.9018666600,A
3126,"KNPER02","Konarzewo/Perłowa",52.3405540348,16.6991732382,C
869,"MODWK02","Mosina/Dworzec Kolejowy",52.2415089500,16.8516783400,C
1364,"TOMA02","Tomaszowska",52.3436345800,16.9344514300,A
2612,"GDWEZ02","Gądki/Węzeł",52.3108385300,17.0457805300,B
509,"LUSZ02","Lutycka Szpital",52.4403618500,16.9081700400,A
996,"SYCH02","Sycowska Centrum Handlowe",52.3547913800,16.8383158400,A
1942,"PMKRA02","Przeźmierowo/Krańcowa",52.4210581653,16.7876891035,B
1162,"CHEM04","Chemiczna",52.4269845400,16.9656891000,A
4032,"NIES04","Niestachowska",52.4198605125,16.8948290137,A
27,"KURP42","Kurpińskiego",52.4507481400,16.9194124100,A
1570,"TARC01","Tarczowa",52.3776350000,16.8953637300,A
3330,"GRDLI02","Góra/Długa I",52.4829605800,16.6444787000,C
133,"ROSR42","Rondo Śródka",52.4102429400,16.9556183400,A
3966,"PKDZI01","Pokrzywnica/Działki",52.3929780000,16.6844130000,C
1348,"RYDZ01","Rydzowa",52.3343571500,16.9119543700,A
86,"MODW71","Most Dworcowy",52.4040015200,16.9110290500,A
2170,"PRPLN02","Promnice/Północna",52.5413730300,16.9657950700,C
1000,"SYCO01","Sycowska I",52.3643997500,16.8389831500,A
2626,"KDBRY01","Kórnik/Bnin Rynek",52.2311874800,17.0964539200,C
795,"ALSO01","Aleje Solidarności",52.4362053000,16.9200216900,A
1377,"SAND02","Sandomierska",52.3520455744,16.9567517497,A
1256,"ZELA01","Żelazna",52.3919937600,16.9995177000,A
1957,"PMLES02","Przeźmierowo/Leśna",52.4310613477,16.7829814407,B
939,"LUZSK02","Luboń/Zespół Szkół",52.3481402292,16.8963490427,B
2474,"SDSTW01","Swarzędz/Stawna",52.4095010000,17.0618420000,B
2895,"KVWIA01","Krzyżowniki/Wiadukt",52.3109321500,17.1407804500,B
3212,"WKSZK01","Więckowice/Szkoła",52.3967070000,16.6378490000,C
792,"OPW02","Os. Powstańców W-wy",52.4354032800,16.9138770000,A
1192,"KZTDW01","Koziegłowy/Taczaka II",52.4437297100,17.0028496100,B
1997,"ZKINS01","Zakrzewo/Instytut",52.4060460100,16.7029056000,C
2127,"KXDRU02","Koninko/Drukarska",52.3197820000,17.0239600000,B
1904,"ZYPET01","Żydowo/Pętla",52.5472827900,16.7519406500,B
751,"SZYL02","Szylinga",52.4078811500,16.9000950500,A
1959,"PMWYS01","Przeźmierowo/Wysogotowska",52.4363947800,16.7726737900,B
2550,"ZATRA02","Zalasewo/Transportowa",52.3821030000,17.0672440000,B
991,"LUFAO01","Luboń/Factory Outlet",52.3542731803,16.8910363199,B
20,"NADW41","Nad Wierzbakiem",52.4214233900,16.9080444000,A
1329,"GLOS02","Głuszyna OSIR",52.3128791900,16.9689151300,A
2858,"PLPLD02","Plewiska/Południowa",52.3741747100,16.8203774300,B
3345,"PMSZK01","Przeźmierowo/Szkoła",52.4249430000,16.7809540000,B
4026,"SZYD01","Szydłowiecka",52.3580410000,16.9449630000,A
1360,"CZER01","Czernichowska ",52.3464601100,16.9196288900,A
2306,"KXZDB02","Komorniki gm.Kleszczewo/Zadęby",52.3419896800,17.1120038000,B
2948,"KICZE01","Kiekrz/Czereśniowa",52.4985931340,16.7506476194,B
60,"ZERO72","Żeromskiego",52.4155430100,16.8908253300,A
3921,"TADE41","Tadeuszak",52.3737400000,16.9523000000,A
3066,"WZSW91","Wzgórze Św.Wojciecha",52.4142860461,16.9309112562,A
422,"WDNZ02","Widłakowa",52.4725384800,16.9472832300,A
1074,"SCIE01","Ściegiennego",52.3900928200,16.8736985100,A
2039,"TPKAI01","Tarnowo Pdg/Karolewo I",52.4688476559,16.6838991601,C
3962,"PKLES01","Pokrzywnica/Leśna",52.3967565581,16.6721816548,C
15,"SLKA42","Słowiańska",52.4271177700,16.9192237100,A
